claim	article_url	video_url	autres_candidats
En Ukraine, des vidéos de soldats blessés sont mises en scène pour "quémander de l'aide" aux alliés de Kiev	https://www.tf1info.fr/international/verif-des-videos-de-soldats-blesses-sont-elles-mises-en-scene-par-l-ukraine-pour-quemander-de-l-aide-guerre-russie-2357216.html	https://x.com/silvano_trotta/status/1896264234453151983	https://x.com/osint_random/status/1896208791177511366; https://youtu.be/NwzqTYEpk8Y
Cette vidéo montre en enfant coincé sous les décombres à Gaza.	https://dpa-factchecking.com/belgium/241028-99-848753	https://www.tiktok.com/@userftdvvrl92i/video/7429798627142356231	https://www.tiktok.com/@userftdvvrl92i/video/7430010991552859410; https://www.tiktok.com/@userftdvvrl92i/video/7430732399702543634; https://www.facebook.com/madiou.cisse.549/videos/951359130367105
Une vidéo montre des soldats français déployés dans un camp militaire du nord du Bénin	https://factuel.afp.com/doc.afp.com.34RR46U	https://www.facebook.com/61553227742129/videos/312006871943884	https://twitter.com/thomasdietrich0/status/1789743887893852285
Des vidéos filmées en cachette montrent la vie quotidienne en Corée du Nord	https://www.tf1info.fr/international/verif-ces-videos-sur-tiktok-montrent-elles-reellement-la-vie-quotidienne-en-coree-du-nord-filmee-en-cachette-2408839.html	https://x.com/OpenAI/status/1978661828419822066	
Une vidéo montre des violences envers les civils à Bukavu	https://factuel.afp.com/doc.afp.com.42AR2KD	https://x.com/patricklokala_/status/1905278033075765342	https://x.com/nbstv/status/1044995890094768128
La vidéo d'un gigantesque objet noir démontre l'existence du projet HAARP pour dérégler le climat	https://www.tf1info.fr/meteo/verif-haarp-un-gigantesque-objet-noir-cette-video-revele-t-elle-l-utilisation-d-un-outil-de-manipulation-du-climat-2451105.html	https://youtu.be/HIdXGGvm9lE	https://www.youtube.com/watch?v=KgtJfb2PpeY
Une vidéo d'une mobilisation contre les projets touristiques liés à la famille Trump en Albanie	https://factuel.afp.com/doc.afp.com.B6MH6WE		
Cette vidéo montre une foule chasser le maire de New York d'un restaurant	https://factuel.afp.com/doc.afp.com.93ZE79E	https://x.com/benjo2626/status/2014214194128675218	https://www.youtube.com/embed/q4tZbpEAwXQ
Cette vidéo montre une file d'attente pour se faire dépister au mpox aux Etats-Unis	https://factuel.afp.com/doc.afp.com.36EV67N	https://x.com/RikardRene/status/1825976314135982336	https://www.youtube.com/watch?v=-9z-zQJSUL4; https://x.com/john_jankovich/status/1824868286330499297; https://www.youtube.com/watch?v=zedLYJF_DC4
Cette vidéo montre le navire israélien MSC SARAH V après un tir du Yémen.	https://dpa-factchecking.com/switzerland/241202-99-207564	https://www.youtube.com/watch?v=MVg6xz2oDNw	https://www.youtube.com/watch?v=oXi8Wa6BPkI; https://youtu.be/oXi8Wa6BPkI; https://x.com/Christ24Intern1/status/1862059695734960185
Des vidéos où des personnes ne portent pas de masques près des personnes contaminées par l'hantavirus	https://www.tf1info.fr/sante/verif-agent-de-securite-sans-protection-elus-a-proximite-des-malades-ces-images-prouvent-elles-que-l-hantavirus-est-une-supercherie-2441364.html	https://x.com/francescatotolo/status/1328682973932109826	https://x.com/i/status/2053408288121700519
Une vidéo de récentes manifestations à Lomé, au Togo	https://factuel.afp.com/doc.afp.com.66DM9ZT	https://www.tiktok.com/@makofonyo3/video/7519821344981224709	https://www.tiktok.com/@makofonyo3/video/7519821137245785350; https://www.facebook.com/Gnokobok/videos/1113300040849767; https://www.facebook.com/100050691210140/videos/969606051809231
Cette vidéo montre Giorgia Meloni ignorer Benjamin Netanyahu.	https://dpa-factchecking.com/belgium/260504-99-324113	https://www.youtube.com/watch?v=v-1bA1f5wAw	https://youtu.be/v-1bA1f5wAw
Le patron de BioNTech ne veut pas être vacciné	https://factuel.afp.com/doc.afp.com.9N76ML		
La vidéo de Benyamin Netanyahou dans un café est générée par IA	https://www.tf1info.fr/international/verif-guerre-moyen-orien-la-video-de-premier-ministre-israel-benyamin-netanyahou-dans-un-cafe-est-elle-generee-par-ia-2430523.html	https://x.com/netanyahu/status/2032347755247517738	https://x.com/netanyahu/status/2033190035764232360; https://x.com/YGvirtzman/status/1993721636521197826; https://x.com/MyLordBebo/status/2033465641148002765
Cette vidéo montre un pilote américain capturé en Iran en 2026	https://factuel.afp.com/doc.afp.com.A73G3T4		
Une vidéo du Hezbollah revendiquant une attaque à venir en France pour le 14 juillet	https://factuel.afp.com/doc.afp.com.B9ZW3NR		
Une vidéo relayée sur X montre le chanteur Liam Payne tomber d'un immeuble en Argentine	https://www.tf1info.fr/international/video-mort-de-liam-payne-ex-membre-de-one-direction-a-buenos-aires-argentine-gare-a-cette-video-censee-montrer-la-chute-du-chanteur-d-un-immeuble-2329100.html	https://x.com/manimax82/status/1846744381706895580	
Des vidéos et photos montrent un crash de vayageurs Mauritaniens en mer Rouge	https://factuel.afp.com/doc.afp.com.48VT2NP	https://www.youtube.com/watch?v=Ov8sbxQg6ss	https://www.youtube.com/watch?v=w6tpIBHhZLw
Des vidéos montrent la frappe de l'Iran contre un navire escorté par les États-Unis	https://www.tf1info.fr/international/verif-detroit-d-ormuz-que-sait-on-de-ces-videos-qui-pretendent-montrer-la-frappe-de-l-iran-contre-des-navires-americains-2439827.html	https://www.youtube.com/watch?v=SJTnRfdARSo	
Des vidéos Tiktok de verdict lors de condamnation de justice en France	https://www.tf1info.fr/societe/verif-c-est-une-erreur-judiciaire-enquete-sur-ces-faux-verdicts-generes-par-ia-2436676.html		
L’épouse de Charlie Kirk a-t-elle publié une vidéo annonçant qu’elle « n’épouserait jamais personne d’autre	https://www.20minutes.fr/societe/4173756-20250917-epouse-charlie-kirk-publie-video-annoncant-epouserait-jamais-personne-autre	https://www.tiktok.com/@celebflicker/video/7550269080922574094	https://www.youtube.com/watch?v=e5SHpvRYg_o
Cette vidéo montre Jimmy Carter aller voter pour Kamala Harris.	https://dpa-factchecking.com/switzerland/241023-99-798012	https://www.facebook.com/CBSNews/videos/1194251931796995	https://www.facebook.com/gregoryroose62/videos/1784562815621861; https://twitter.com/TrumpFrance/status/1846424867630952676
vidéo de De Niro défendant Israël devant des étudiants pro-palestiniens	https://www.franceinfo.fr/replay-radio/le-vrai-du-faux/vrai-ou-faux-robert-de-niro-a-t-il-defendu-israel-devant-des-etudiants-propalestiniens_6494675.html	https://twitter.com/Meyer_Habib/status/1785648552678457612	https://twitter.com/juliendray/status/1785997777509503409; https://twitter.com/ArtOfDialogue_/status/1784710340241936668; https://x.com/juliendray/status/1785997777509503409
La porte-parole de la Maison-Blanche, Karine Jean-Pierre, a déclaré que la Seconde Guerre mondiale avait été g	https://dpa-factchecking.com/belgium/240516-99-56849	https://www.youtube.com/watch?v=1FGOhb0OgrE	
Ces vidéos montrent les frappes menées par Israël contre des sites des Gardiens de la révolution en Iran	https://dpa-factchecking.com/belgium/251209-99-874800/	https://www.instagram.com/p/DRuLcRtjlrH	https://x.com/Shayan86/status/1995781973722169763
Vidéo de la cabine de l’avion qui s’est écrasé en Inde le 12 juin	https://factuel.afp.com/doc.afp.com.628W4T2	https://www.facebook.com/100075535638957/videos/1771241657083879	https://www.facebook.com/guineeinvestigator/videos/1284301789949207; https://www.youtube.com/watch?v=w6tpIBHhZLw; https://www.tiktok.com/@mcosmin89/video/7211049738978872581
Une vidéo prouve que le vol dans l'espace de Katy Perry est une arnaque	https://www.tf1info.fr/sciences-et-innovation/verif-blue-origin-une-video-prouve-t-elle-que-le-vol-dans-l-espace-de-katy-perry-est-une-arnaque-2365957.html	https://youtu.be/cSqyRWQooJM	https://youtu.be/PenTzO3t2T8
Une vidéo montrant les turbulences sur le vol de Singapore Airlines	https://factuel.afp.com/doc.afp.com.34WK6HV	https://www.facebook.com/moulazem.wissem/videos/1412827789437236	https://www.youtube.com/watch?v=E5tRUk7Ww5E; https://www.youtube.com/watch?v=l-0UH2Q_9ps; https://www.youtube.com/watch?v=envRYX6JnXo
Une vidéo montrant Kamala Harris commenter la suspension de X au Brésil en 2024	https://factuel.afp.com/doc.afp.com.36FH88Q		
Une vidéo montre que les enfants sont séparés de leurs parents en Australie avant d'être vaccinés de force.	https://dpa-factchecking.com/switzerland/210622-99-97665	https://www.youtube.com/watch?v=u1t1u2HArbo	
Cette vidéo montre l'arrivée de milliers de soldats américains aux Emirats arabes unis	https://dpa-factchecking.com/belgium/260413-99-112022/	https://www.youtube.com/watch?v=WNsBngCIRwg	https://www.instagram.com/p/DVWV5KyjY5U; https://www.tiktok.com/@kkmccann/video/7591624220996635935
Vidéo d'un ressortissant étranger au Japon frappant une voiture	https://factuel.afp.com/doc.afp.com.76KW4KE	https://x.com/tomalxbr/status/1970209035317059627	https://www.youtube.com/watch?v=WLEvLB5KYNI; https://www.youtube.com/watch?v=pZgxpAv1-Ww; https://www.youtube.com/watch?v=bEquCgvqvsE
Une vidéo d'avions de chasse faisant une démonstration lors de la rencontre Trump-Poutine le 15 août 2025	https://factuel.afp.com/doc.afp.com.72G439E		
Une vidéo montre Martin Fayulu demander pardon à Félix Tshisekedi.	https://factuel.afp.com/doc.afp.com.B7BL666		
Vidéos de personnes âgées qui vendent des produits artisanaux	https://defacto-observatoire.fr/Medias/Factuel/Fact-checks/Attention-ces-videos-de-personnes-agees-ont-ete-manipulees-pour-vendre-de-pretendus-articles-artisanaux/	https://www.instagram.com/p/DHOxLxvs8YL	https://www.youtube.com/watch?v=WLEvLB5KYNI
Une vidéo virale montre une femme à la tête du "Bureau de la foi à la Maison Blanche" en pleine "session d'exo	https://www.tf1info.fr/international/verif-cette-femme-paula-white-cain-en-pleine-session-d-exorcisme-dirige-t-elle-le-bureau-de-la-foi-a-la-maison-blanche-donald-trump-2433634.html	https://x.com/LoeilMedias1/status/2038572783198777526	https://www.youtube.com/watch?v=KqVNwZAeiOQ; https://www.youtube.com/watch?v=YBzHgy3y2Kw
Une vidéo de Benjamin Netanyahu générée par IA	https://factuel.afp.com/doc.afp.com.A3HM9KE		
Des vidéos d'agriculteurs en larmes après l'abattage de leurs bêtes	https://factuel.afp.com/doc.afp.com.88UJ6T3	https://www.tiktok.com/@zoomactufr20/video/7583458947244346646	https://www.youtube.com/embed/7Ff6iQQLs8o; https://www.youtube.com/embed/aYeBD6SBcvQ
Une vidéo prouve que les vaccins contre le Covid-19 ont provoqué une épidémie d'arrêts cardiaques inexpliqués	https://www.tf1info.fr/sante/vaccins-contre-le-covid-19-y-a-t-il-reellement-une-epidemie-d-arrets-cardiaques-inexpliques-2243955.html		
Une vidéo montre Emmanuel Macron faire le bilan d'un entretien avec le président ivoirien	https://defacto-observatoire.fr/Medias/Factuel/Fact-checks/Campagne-anti-LGBT-en-Cote-d-Ivoire-Emmanuel-Macron-s-est-entretenu-avec-le-president-ivoirien-C-est-un-montage/	https://www.youtube.com/embed/nOcJ3koKx7g	https://www.youtube.com/watch?v=Kia9sWsLyEc; https://www.youtube.com/embed/Kia9sWsLyEc; https://www.youtube.com/watch?v=FfXlk18WXrg
Une vidéo montre "l'ange de la mort" arrivé en Iran pour faire plier les Américains	https://www.tf1info.fr/international/verif-l-ange-de-la-mort-en-iran-ce-que-l-on-sait-de-ce-soldat-erige-en-heros-contre-les-americains-2434840.html	https://www.youtube.com/watch?v=o4l7Lyv-dpA	
Cette vidéo d’un mur de glace prouve que la Terre est plate	https://www.20minutes.fr/societe/4231942-20260630-video-mur-glace-prouve-terre-plate-non	https://x.com/EnigmasEnX/status/2070207482069152027	https://www.youtube.com/watch?v=krxrKM1JwDg; https://www.youtube.com/watch?v=g-2p2Ahrfts
Cette vidéo montre un avion américain abattu au-dessus de l'Iran	https://factuel.afp.com/doc.afp.com.A6YA363		
La vidéo montre des fraudes pendant l'élection du 28 avril 2025 au Canada	https://factuel.afp.com/doc.afp.com.43ZM7ZP	https://x.com/ElectionsCan_E/status/1916871770415534545	https://x.com/ElectionsCan_E/status/1916594608831660323; https://www.facebook.com/celine.galipeau/videos/981847484101606; https://www.youtube.com/watch?v=w6tpIBHhZLw
Une vidéo de quokka authentique	https://www.20minutes.fr/societe/4232171-20260703-australie-petit-marsupial-tres-doue-reclamer-nourriture-ia	https://x.com/Crazymoments01/status/2069619784736489892	
Une vidéo TikTok prétend montrer des arnaques sur les volumes de carburant dans les stations-services	https://www.tf1info.fr/conso/reseaux-sociaux-cette-video-tiktok-prouve-t-elle-l-existence-d-une-arnaque-sur-les-volumes-de-carburants-delivres-a-la-pompe-2330204.html	https://www.tiktok.com/@naiikoon/video/7428145703249120545	
Une vidéo des viandes envoyées d'Israël jetées par le peuple de Gaza	https://factuel.afp.com/doc.afp.com.C2Q38ZW		
Des vidéos de sauvetage d'orques montrent comment les libérer des bernacles	https://www.tf1info.fr/environnement-ecologie/verif-attention-a-ces-videos-de-sauvetages-d-orques-qui-cartonnent-sur-tiktok-2348856.html	https://www.tiktok.com/@mystic.render/video/7466127204410346774	https://www.facebook.com/jerome.evangelio.984/videos/758754052387013
Une vidéo d'un missile s'écrasant à Tel-Aviv	https://factuel.afp.com/doc.afp.com.36HW6V6	https://x.com/rifain_nouvelle/status/1841183964771365002	https://youtu.be/-9z-zQJSUL4
Cette vidéo montre l'ouragan Melissa vu depuis un avion.	https://dpa-factchecking.com/belgium/251030-99-490897	https://www.tiktok.com/@earthimpacts/video/7565332699209125142	
Une vidéo démontre la présence d'une caméra espion dans les iPhone d'Apple	https://www.tf1info.fr/high-tech/cette-video-virale-prouve-t-elle-la-presence-d-une-camera-espion-dans-les-iphone-15-smartphone-appel-2287550.html	https://youtu.be/hmQHgWNAg24	https://www.instagram.com/reel/CzasAkls7zW
Cette vidéo montre Volodymyr Zelensky caresser le crâne d'Olaf Scholz.	https://dpa-factchecking.com/belgium/250102-99-474078	https://www.youtube.com/watch?v=raG3AehdW9A	https://youtu.be/raG3AehdW9A; https://www.facebook.com/laetitia.derlingue/videos/2324295067951616
Une vidéo d'un homme trouvant de l'or grâce à un coup de pioche dans un rocher	https://www.tf1info.fr/societe/verif-un-coup-de-pioche-et-c-est-le-jackpot-cette-video-d-orpailleur-decouvrant-un-filon-d-or-est-elle-reelle-2440347.html	https://x.com/enmycrypto1/status/2051253314973516140	https://www.tiktok.com/@quran223378/video/7635563254307212566; https://www.tiktok.com/@quran223378/video/7608851870618029335; https://www.tiktok.com/@goldstar346/video/7571840303104036126
Cette vidéo montre Donald Trump mettre en garde contre les confinements et la fraude électorale suite à l'anno	https://dpa-factchecking.com/belgium/240819-99-151298/	https://twitter.com/Trump_Fact_News/status/1824040917738651721	
Vidéos détournées de la situation en Syrie	https://www.franceinfo.fr/replay-radio/le-vrai-du-faux/vrai-ou-faux-chute-de-bachar-al-assad-en-syrie-des-nombreuses-fausses-informations-circulent-sur-les-reseaux-sociaux_6919070.html	https://www.youtube.com/embed/p1FW_EORbpI	
Une vidéo montrant les auteurs de récentes attaques à Bamako	https://factuel.afp.com/doc.afp.com.36J27HK		
Cette vidéo montre une faute non-sanctionnée de Messi au Mondial face à la Suisse	https://factuel.afp.com/doc.afp.com.C2DF8WE	https://www.instagram.com/p/Da3NQJ-DkT1	https://x.com/_argaz15/status/2076964632611156398
Une vidéo montre une boite de conserve sans viande donnée aux soldats russes	https://www.tf1info.fr/international/verif-une-boite-de-conserve-sans-viande-cette-video-montre-t-elle-le-rationnement-drastique-des-soldats-russes-2447135.html		
Une vidéo démontre que l'armée américaine a développé des drones corbeaux	https://www.tf1info.fr/high-tech/verif-la-bataille-du-futur-l-armee-americaine-a-t-elle-developpe-des-drones-corbeaux-capables-de-passer-inapercus-2440467.html		
Une vidéo d'une immense pluie de missiles iraniens frappant Israël	https://factuel.afp.com/doc.afp.com.99L9263		
Une vidéo prouve la théorie de la terre creuse	https://www.20minutes.fr/planete/4232655-20260707-video-prouve-theorie-terre-creuse-existence-mondes-secrets-sous-pieds-vraiment	https://x.com/EnigmasEnX/status/2072128476618875276	https://www.instagram.com/p/CraztfVOv2i
Une vidéo montre des soldats détruire un hélicoptère américain avec un lance-roquette valant 150 dollars	https://www.tf1info.fr/international/verif-des-iraniens-ont-ils-detruit-un-helicoptere-americain-avec-une-arme-a-150-dollars-2446886.html	https://x.com/CENTCOM/status/2064512017197941163	
Cette vidéo montre Volodymyr Zelensky en train de danser.	https://dpa-factchecking.com/belgium/250327-99-353582	https://www.facebook.com/ambassadeur.tamnou.90/videos/944230214408158	https://twitter.com/DonaldJTrumpJr/status/1892317231956013120; https://www.tiktok.com/@vusaaal/video/7052410212015246593
De fortes chutes de neige et de glace ont gelé à Munich les avions à destination de la conférence sur le récha	https://dpa-factchecking.com/belgium/231214-99-299892	https://twitter.com/MUC_Airport/status/1731744370359959979	https://twitter.com/MUC_Airport/status/1732035551593898109
Cette vidéo montre deux missiles iraniens frapper un navire militaire américain près de l'île de Jask.	https://dpa-factchecking.com/belgium/260114-99-165398/	https://x.com/CENTCOM/status/2051255832055001176	
